location1,location2,location3,location4,rssi1,rssi2,rssi3,rssi4,rssi5,rssi6,rssi7,rssi8,rssi9
e5,1,7,1,191.8, 193.0, 191.8, 196.0, 200.8, 201.4, 193.6, 203.2, 197.8
e5,1,7,1,198.4, 196.0, 200.2, 195.4, 196.6, 199.0, 189.4, 204.4, 193.0
e6,2,7,1,188.5, 188.2, 187.6, 184.0, 198.4, 192.4, 188.4, 186.25, 185.8
e6,2,7,1,197.2, 185.8, 185.8, 197.4, 195.4, 196.0, 185.8, 199.6, 190.0
e6,2,7,1,188.2, 186.4, 184.6, 189.4, 198.4, 197.8, 185.5, 198.4, 186.4
e6,2,7,1,187.0, 180.25, 187.0, 189.4, 190.6, 191.8, 185.8, 194.2, 183.4
e6,2,7,1,184.6, 188.8, 183.4, 185.8, 185.8, 185.8, 183.4, 192.4, 181.0
e6,2,7,1,181.0, 186.4, 181.0, 196.6, 192.4, 195.4, 183.4, 194.0, 185.8
e6,2,7,1,194.8, 185.8, 190.0, 190.6, 196.6, 199.0, 192.4, 207.4, 186.4
e6,2,7,1,188.8, 186.4, 186.4, 188.2, 196.8, 188.8, 185.8, 194.2, 190.0
e6,2,7,1,191.0, 191.8, 187.6, 191.8, 191.8, 200.2, 191.8, 195.4, 199.0
e6,2,7,1,182.2, 182.2, 187.0, 188.8, 195.4, 193.0, 186.4, 191.8, 180.4
e6,2,7,1,185.8, 188.71428571428572, 187.0, 191.8, 188.8, 195.4, 187.0, 197.2, 191.8
e6,2,7,1,190.0, 183.4, 185.8, 185.8, 188.8, 185.8, 185.8, 201.4, 191.8
e6,2,7,1,184.6, 178.6, 181.0, 184.0, 186.4, 196.6, 187.0, 193.6, 181.0
e7,2,7,1,189.4, 192.6, 199.6, 195.4, 193.8, 195.2, 191.6, 201.4, 191.4
e7,2,7,1,200.8, 195.4, 201.4, 193.6, 196.6, 196.0, 192.4, 208.6, 193.6
e7,2,7,1,191.0, 185.8, 202.0, 191.8, 193.0, 196.0, 199.0, 201.4, 186.4
e7,2,7,1,190.0, 190.75, 193.6, 192.4, 191.8, 195.4, 181.0, 200.2, 185.8
e7,2,7,1,191.4, 192.6, 195.6, 195.6, 196.8, 186.4, 183.4, 198.6, 192.8
e7,2,7,1,190.0, 191.2, 190.0, 193.0, 200.8, 201.4, 191.2, 198.4, 192.4
e7,2,7,1,179.2, 192.4, 184.0, 184.0, 200.8, 187.0, 185.8, 191.8, 185.5
e7,2,7,1,182.8, 193.0, 187.6, 188.2, 195.4, 195.4, 185.8, 194.2, 182.5
e7,2,7,1,181.0, 191.2, 191.8, 190.75, 187.0, 199.0, 187.6, 196.6, 193.6
e7,2,7,1,187.0, 197.8, 197.8, 189.4, 200.8, 194.71428571428572, 191.8, 193.0, 192.0
e7,2,7,1,180.4, 188.5, 184.0, 190.42857142857142, 190.0, 193.6, 182.2, 197.2, 184.6
e7,2,7,1,185.8, 185.8, 182.5, 192.4, 185.8, 187.0, 179.8, 191.8, 190.0
e7,2,7,1,194.2, 185.8, 204.4, 185.8, 192.4, 201.4, 185.8, 199.0, 179.8
e7,2,7,1,190.0, 193.0, 195.4, 191.8, 190.6, 191.2, 191.2, 206.4, 184.6
f0,1,8,1,190.6, 188.6, 187.6, 193.8, 186.4, 188.6, 181.0, 192.4, 204.6
f0,1,8,1,186.4, 189.4, 187.0, 200.8, 196.6, 199.0, 195.4, 190.0, 200.8
f0,1,8,1,189.4, 186.4, 189.4, 208.0, 195.4, 199.0, 185.8, 198.4, 196.6
f0,1,8,1,197.4, 189.6, 198.0, 204.6, 194.0, 193.2, 190.0, 192.4, 204.4
f0,1,8,1,197.2, 187.6, 187.6, 207.4, 194.8, 191.8, 194.71428571428572, 193.0, 200.2
f0,1,8,1,196.6, 191.8, 200.2, 205.0, 187.6, 196.0, 196.6, 197.8, 201.4
f0,1,8,1,189.8, 183.0, 196.0, 204.8, 193.4, 200.4, 197.8, 195.6, 199.2
f0,1,8,1,194.71428571428572, 191.8, 189.4, 198.4, 190.0, 196.0, 190.6, 193.6, 200.8
f0,1,8,1,196.0, 190.0, 196.0, 202.0, 198.4, 204.0, 194.2, 201.4, 207.4
f0,1,8,1,196.6, 191.2, 196.6, 206.8, 201.4, 195.4, 191.8, 201.4, 203.2
f0,1,8,1,193.6, 185.8, 188.5, 205.0, 192.4, 197.2, 189.25, 193.0, 201.4
f0,1,8,1,198.4, 185.4, 190.8, 198.4, 198.6, 187.2, 190.0, 195.6, 200.4
f0,1,8,1,193.0, 183.4, 191.8, 201.4, 190.0, 192.4, 190.0, 199.5, 201.4
f1,1,8,1,190.0, 185.8, 194.2, 202.0, 192.4, 198.4, 196.6, 195.4, 196.0
f1,1,8,1,189.4, 185.8, 187.6, 206.2, 197.2, 191.8, 192.4, 198.4, 194.8
f1,1,8,1,191.8, 190.6, 188.8, 202.0, 193.0, 194.2, 190.0, 198.4, 196.0
f1,1,8,1,191.2, 182.2, 182.2, 198.4, 200.2, 191.8, 191.8, 193.0, 196.6
f1,1,8,1,196.0, 186.4, 200.8, 211.0, 196.0, 201.4, 192.4, 195.4, 190.0
f1,1,8,1,191.2, 189.4, 179.8, 203.2, 197.2, 194.8, 191.8, 194.2, 199.0
f1,1,8,1,190.6, 187.6, 188.2, 211.2, 198.4, 199.0, 188.8, 199.0, 195.4
f1,1,8,1,191.8, 187.0, 187.0, 207.4, 195.4, 199.6, 191.8, 193.0, 196.0
f1,1,8,1,201.4, 189.4, 196.0, 203.8, 192.25, 194.2, 193.0, 200.8, 203.8
f1,1,8,1,192.4, 181.0, 184.75, 205.0, 201.4, 199.0, 187.6, 197.2, 198.4
f1,1,8,1,199.0, 188.2, 188.2, 201.4, 196.0, 196.6, 193.75, 203.6, 198.4
f1,1,8,1,196.0, 192.4, 192.4, 204.4, 200.2, 193.6, 191.8, 194.8, 201.4
f1,1,8,1,198.4, 190.0, 198.4, 208.0, 196.0, 201.4, 185.8, 195.4, 197.2
f2,2,8,1,200.8, 187.0, 198.4, 202.0, 196.6, 195.4, 182.2, 197.8, 206.4
f2,2,8,1,196.0, 188.2, 200.8, 205.0, 201.4, 198.4, 181.0, 195.4, 202.6
f2,2,8,1,192.4, 189.4, 187.6, 211.6, 202.0, 198.4, 185.8, 196.0, 190.0
f2,2,8,1,199.0, 188.2, 196.0, 206.2, 199.0, 195.4, 190.0, 197.2, 203.71428571428572
f2,2,8,1,188.8, 185.8, 191.8, 211.0, 196.0, 191.2, 182.2, 197.8, 196.6
f2,2,8,1,206.2, 192.4, 193.0, 201.4, 199.0, 191.8, 185.8, 194.8, 196.6
f2,2,8,1,200.8, 179.8, 196.0, 215.2, 188.5, 199.0, 185.8, 200.8, 197.2
f2,2,8,1,196.0, 191.8, 195.4, 208.0, 194.2, 199.6, 188.5, 203.0, 196.0
f2,2,8,1,196.6, 188.2, 185.8, 201.4, 194.2, 204.4, 186.4, 197.8, 195.4
f2,2,8,1,199.6, 185.8, 195.4, 205.0, 200.2, 196.6, 184.42857142857142, 195.4, 196.6
f2,2,8,1,194.2, 188.2, 196.0, 205.0, 198.4, 198.4, 187.0, 200.8, 197.2
f2,2,8,1,198.4, 185.0, 192.4, 205.6, 197.8, 200.8, 187.0, 205.0, 195.4
f2,2,8,1,198.4, 187.6, 198.4, 207.4, 197.8, 197.8, 185.8, 202.6, 190.0
f2,2,8,1,191.2, 187.0, 191.8, 203.8, 201.4, 200.8, 181.0, 197.8, 195.0
f3,2,8,1,202.0, 191.8, 199.6, 195.4, 193.0, 193.0, 191.8, 203.0, 199.0
f3,2,8,1,194.2, 180.4, 202.6, 205.2, 200.4, 196.6, 187.6, 196.6, 202.0
f3,2,8,1,194.2, 189.4, 196.6, 207.4, 195.4, 191.2, 191.8, 199.6, 193.0
f3,2,8,1,199.0, 185.8, 197.8, 213.0, 199.0, 200.2, 199.6, 196.6, 199.0
f3,2,8,1,192.4, 187.0, 190.75, 200.8, 197.2, 191.8, 197.5, 201.4, 184.6
f3,2,8,1,195.4, 191.2, 195.4, 211.0, 197.8, 195.4, 182.8, 200.2, 199.6
f3,2,8,1,199.0, 187.0, 201.4, 205.6, 197.8, 193.0, 187.6, 199.0, 197.2
f3,2,8,1,197.2, 192.4, 199.0, 193.0, 199.6, 199.0, 183.4, 199.0, 200.8
f3,2,8,1,194.8, 191.2, 196.0, 195.4, 191.2, 197.2, 191.4, 195.4, 200.8
f3,2,8,1,197.2, 194.8, 196.0, 205.0, 195.4, 195.4, 193.0, 199.0, 199.42857142857142
f3,2,8,1,196.6, 185.8, 201.4, 200.2, 195.4, 196.6, 186.4, 201.4, 193.6
f3,2,8,1,196.0, 191.8, 198.4, 211.4, 199.0, 191.2, 191.0, 199.6, 192.4
f3,2,8,1,200.8, 195.4, 197.5, 208.6, 192.4, 191.8, 184.6, 191.8, 193.0
f3,2,8,1,196.0, 187.6, 193.0, 205.0, 192.4, 190.0, 187.0, 198.4, 196.6
f4,1,7,1,198.4, 193.0, 204.4, 200.8, 200.8, 199.0, 191.8, 200.8, 187.0
f4,1,7,1,191.8, 185.2, 205.0, 197.2, 199.0, 200.0, 185.8, 201.4, 188.2
f4,1,7,1,196.6, 188.8, 191.2, 198.4, 196.6, 203.8, 190.0, 200.8, 193.0
f4,1,7,1,190.0, 188.2, 200.8, 196.6, 201.4, 195.4, 192.4, 201.4, 191.8
f4,1,7,1,189.4, 185.8, 196.6, 204.4, 192.4, 194.2, 190.0, 204.4, 191.2
f4,1,7,1,197.2, 185.8, 202.6, 204.4, 201.4, 198.4, 186.4, 200.2, 196.0
f4,1,7,1,197.2, 185.8, 201.4, 200.8, 191.8, 198.4, 190.0, 200.8, 192.4
f4,1,7,1,198.4, 192.4, 199.0, 205.0, 195.4, 201.4, 192.4, 200.2, 195.4
f4,1,7,1,193.0, 188.8, 204.4, 202.0, 200.2, 197.2, 194.2, 205.0, 185.8
f4,1,7,1,197.2, 191.8, 199.0, 199.0, 198.4, 195.4, 191.8, 197.2, 190.6
f4,1,7,1,198.4, 193.0, 191.8, 199.6, 202.0, 193.0, 191.8, 200.2, 184.0
f4,1,7,1,197.8, 185.2, 191.8, 202.6, 202.0, 202.6, 191.8, 196.6, 198.4
f4,1,7,1,195.4, 191.8, 199.0, 200.8, 193.6, 200.8, 191.8, 199.0, 198.4
f4,1,7,1,197.2, 184.0, 196.0, 202.6, 197.8, 195.4, 191.2, 199.0, 191.2
f5,1,7,1,196.0, 193.0, 205.0, 197.2, 205.0, 199.0, 192.4, 200.2, 190.0
f5,1,7,1,199.0, 187.0, 205.0, 196.0, 205.0, 200.2, 192.4, 204.4, 189.4
f5,1,7,1,185.8, 180.4, 193.0, 193.0, 200.2, 195.4, 188.2, 205.0, 190.0
f5,1,7,1,186.4, 191.8, 202.6, 195.4, 201.4, 196.6, 195.4, 205.0, 194.8
f5,1,7,1,191.8, 189.4, 197.2, 200.8, 202.0, 195.4, 191.8, 207.4, 195.4
f5,1,7,1,193.0, 190.0, 204.66666666666666, 198.4, 196.0, 198.4, 196.6, 201.4, 190.6
f5,1,7,1,201.4, 185.8, 198.4, 195.4, 201.4, 199.0, 194.8, 194.2, 196.0
f5,1,7,1,195.4, 185.8, 199.0, 201.4, 201.4, 197.2, 191.8, 204.4, 200.8
f5,1,7,1,195.4, 195.4, 199.6, 201.4, 207.4, 198.4, 193.6, 196.0, 193.75
f5,1,7,1,195.4, 185.8, 200.8, 191.2, 201.4, 200.8, 191.8, 200.8, 194.2
f5,1,7,1,199.0, 192.4, 196.6, 200.2, 201.4, 207.4, 193.0, 205.0, 185.5
f5,1,7,1,195.4, 187.6, 204.4, 202.6, 205.0, 200.2, 191.2, 197.2, 190.0
f5,1,7,1,201.4, 192.4, 199.0, 200.8, 196.6, 201.4, 196.6, 200.8, 201.4
f5,1,7,1,197.8, 191.8, 194.8, 196.6, 197.2, 196.6, 191.2, 202.6, 198.4
f6,2,7,1,195.4, 186.4, 201.4, 199.0, 190.0, 194.8, 190.6, 202.0, 191.8
f6,2,7,1,185.8, 193.6, 193.6, 196.6, 197.2, 199.0, 191.2, 207.4, 188.2
f6,2,7,1,195.4, 191.2, 197.8, 201.0, 200.2, 197.2, 190.0, 206.8, 190.0
f6,2,7,1,192.4, 192.4, 201.4, 195.4, 199.0, 199.0, 191.8, 200.2, 186.4
f6,2,7,1,202.2, 193.0, 197.2, 192.4, 201.4, 191.8, 187.0, 207.4, 201.4
f6,2,7,1,197.2, 196.0, 203.2, 196.6, 197.2, 197.2, 191.8, 195.0, 196.6
f6,2,7,1,194.2, 196.6, 199.0, 199.6, 199.0, 204.4, 193.0, 201.4, 193.0
f6,2,7,1,195.4, 190.0, 205.0, 203.2, 190.75, 202.6, 192.4, 205.0, 187.6
f6,2,7,1,196.0, 194.2, 196.6, 193.0, 200.2, 200.8, 191.8, 203.8, 192.4
f6,2,7,1,198.4, 190.0, 204.6, 195.4, 192.4, 196.0, 191.8, 195.4, 187.0
f6,2,7,1,200.8, 182.2, 204.4, 192.4, 194.8, 195.4, 194.2, 205.0, 191.8
f6,2,7,1,196.6, 200.2, 188.8, 199.6, 203.6, 199.0, 198.4, 201.4, 181.0
f6,2,7,1,197.2, 187.0, 197.2, 193.6, 194.2, 194.2, 195.4, 207.4, 186.4
f7,2,7,1,196.0, 198.4, 208.2, 191.8, 201.4, 195.4, 197.8, 201.4, 190.6
f7,2,7,1,192.4, 191.8, 204.4, 194.2, 194.2, 193.0, 197.8, 197.8, 185.2
f7,2,7,1,192.4, 192.4, 201.4, 197.2, 196.6, 192.4, 194.2, 202.8, 188.2
f7,2,7,1,200.2, 192.4, 207.0, 203.2, 198.4, 192.4, 191.8, 202.0, 194.2
f7,2,7,1,187.0, 193.6, 189.4, 200.8, 195.0, 200.2, 192.4, 208.0, 185.8
f7,2,7,1,194.8, 194.2, 206.8, 200.8, 199.6, 196.0, 199.0, 199.6, 190.0
f7,2,7,1,191.8, 190.0, 196.6, 194.2, 192.4, 195.4, 186.4, 195.4, 186.4
f7,2,7,1,194.8, 202.6, 200.2, 192.4, 203.8, 196.0, 196.0, 203.8, 191.2
f7,2,7,1,193.0, 204.6, 202.6, 201.4, 199.0, 195.4, 196.0, 207.6, 186.0
f7,2,7,1,197.8, 196.6, 204.4, 194.8, 199.0, 195.4, 199.0, 203.8, 184.6
f7,2,7,1,187.0, 191.2, 190.0, 201.4, 199.0, 191.2, 191.2, 207.4, 190.0
f7,2,7,1,194.2, 192.4, 197.8, 197.8, 204.4, 205.0, 201.4, 196.6, 188.2
f7,2,7,1,196.6, 199.0, 205.0, 196.6, 201.0, 198.4, 196.0, 194.8, 190.6
f7,2,7,1,191.8, 196.0, 196.0, 191.8, 195.0, 192.4, 200.2, 201.4, 191.8
h0,4,8,1,187.6, 193.0, 185.2, 214.42857142857142, 197.8, 186.4, 195.57142857142858, 191.8, 193.0
h0,4,8,1,198.4, 191.2, 182.8, 212.2, 196.6, 199.0, 192.4, 192.4, 198.4
h0,4,8,1,183.4, 185.8, 179.0, 207.4, 188.2, 190.0, 187.6, 196.0, 190.6
h0,4,8,1,192.4, 184.0, 184.0, 207.4, 190.0, 193.0, 180.0, 187.6, 186.6
h0,4,8,1,186.2, 187.0, 184.2, 208.8, 195.6, 190.4, 188.8, 190.2, 197.2
h0,4,8,1,190.6, 189.4, 179.0, 207.4, 187.6, 191.2, 187.0, 187.0, 194.2
h0,4,8,1,190.0, 200.8, 183.4, 210.4, 194.8, 194.2, 191.8, 190.0, 192.4
h0,4,8,1,187.0, 191.8, 188.2, 213.4, 201.4, 196.6, 193.6, 190.6, 190.6
h0,4,8,1,188.2, 190.0, 181.0, 212.2, 187.6, 187.6, 188.8, 200.8, 186.4
h0,4,8,1,191.2, 187.0, 182.5, 210.4, 188.8, 192.4, 195.4, 198.4, 193.0
h0,4,8,1,190.6, 192.4, 184.75, 201.0, 196.6, 193.0, 185.8, 196.6, 188.5
h0,4,8,1,189.4, 188.2, 178.0, 206.2, 187.0, 193.0, 185.8, 190.0, 190.6
h1,4,8,1,189.4, 190.6, 187.6, 213.6, 192.4, 199.0, 195.4, 194.8, 195.4
h1,4,8,1,190.6, 191.2, 185.8, 214.0, 195.4, 205.0, 190.6, 191.8, 193.0
h1,4,8,1,197.2, 193.6, 183.25, 214.2, 197.2, 198.4, 191.8, 187.0, 196.0
h1,4,8,1,194.0, 184.0, 189.25, 214.6, 195.4, 198.4, 190.0, 195.4, 197.8
h1,4,8,1,191.8, 185.8, 180.4, 213.0, 200.2, 194.2, 185.8, 195.4, 202.0
h1,4,8,1,194.2, 192.4, 187.0, 211.6, 193.0, 198.4, 185.8, 195.4, 200.8
h1,4,8,1,195.4, 185.8, 179.8, 211.0, 191.8, 196.6, 192.4, 196.0, 199.6
h1,4,8,1,196.6, 187.0, 187.0, 210.4, 199.0, 194.8, 185.8, 196.0, 197.2
h1,4,8,1,186.4, 179.8, 184.0, 208.0, 194.2, 192.4, 189.4, 196.0, 199.8
h1,4,8,1,195.4, 187.6, 187.0, 208.0, 195.4, 202.0, 186.4, 196.6, 199.6
h1,4,8,1,197.2, 186.4, 186.4, 200.8, 198.4, 195.4, 191.8, 195.4, 195.4
h1,4,8,1,197.8, 188.2, 184.6, 214.8, 193.6, 194.71428571428572, 191.8, 192.4, 197.8
h1,4,8,1,187.0, 184.6, 181.0, 214.8, 184.0, 195.4, 184.0, 191.2, 188.5
g0,4,8,1,184.6, 188.8, 189.2, 209.0, 190.4, 186.6, 181.0, 191.8, 193.8
g0,4,8,1,189.4, 182.8, 182.2, 193.6, 188.2, 188.2, 188.8, 191.8, 192.4
g0,4,8,1,191.8, 181.85714285714286, 190.6, 201.4, 191.0, 186.4, 188.2, 194.2, 200.8
g0,4,8,1,195.6, 188.2, 189.0, 202.2, 197.4, 193.2, 188.2, 195.4, 200.6
g0,4,8,1,190.6, 181.75, 192.0, 199.0, 196.6, 199.6, 187.0, 192.4, 200.8
g0,4,8,1,183.8, 180.4, 187.2, 199.0, 194.4, 186.6, 188.8, 189.2, 191.8
g0,4,8,1,191.2, 190.6, 181.6, 203.8, 197.2, 187.6, 188.2, 200.2, 197.2
g0,4,8,1,187.2, 185.4, 184.0, 199.2, 197.4, 194.8, 185.8, 196.8, 194.71428571428572
g0,4,8,1,192.4, 185.8, 188.2, 207.4, 190.6, 192.4, 184.0, 196.0, 200.8
g0,4,8,1,192.4, 179.2, 184.0, 202.0, 192.4, 190.0, 187.0, 197.2, 191.2
g0,4,8,1,191.8, 185.2, 187.0, 210.4, 196.6, 189.4, 179.5, 200.2, 189.4
g0,4,8,1,201.4, 185.2, 187.0, 203.8, 202.0, 192.4, 192.0, 197.8, 202.0
g0,4,8,1,194.8, 184.0, 190.0, 201.0, 203.8, 195.4, 185.5, 193.0, 202.0
g1,4,8,1,188.8, 185.8, 184.0, 210.4, 188.2, 195.4, 184.6, 195.4, 198.4
g1,4,8,1,193.0, 190.6, 182.8, 210.4, 199.6, 189.4, 191.8, 192.4, 195.4
g1,4,8,1,193.75, 185.5, 184.0, 207.4, 192.4, 193.5, 193.0, 197.8, 193.0
g1,4,8,1,191.2, 184.75, 182.2, 207.4, 196.0, 192.4, 188.2, 203.8, 187.6
g1,4,8,1,190.0, 186.4, 187.0, 205.0, 188.2, 195.4, 179.8, 196.0, 193.0
g1,4,8,1,196.0, 194.8, 188.2, 207.4, 193.0, 200.0, 187.0, 194.5, 196.6
g1,4,8,1,191.8, 185.8, 178.0, 199.0, 194.8, 190.0, 179.8, 192.4, 192.4
g1,4,8,1,195.4, 185.0, 179.2, 203.2, 191.2, 196.0, 191.2, 200.8, 200.8
g1,4,8,1,200.0, 197.2, 195.6, 209.0, 200.2, 198.2, 199.0, 195.2, 196.4
g1,4,8,1,196.0, 190.0, 185.0, 207.4, 196.6, 185.8, 185.8, 190.6, 190.75
g1,4,8,1,199.0, 196.6, 198.4, 213.2, 194.8, 195.4, 194.2, 199.6, 199.0
g1,4,8,1,184.6, 187.0, 184.0, 211.2, 191.2, 193.0, 185.8, 195.5, 193.0
g1,4,8,1,202.0, 190.0, 185.8, 214.6, 194.8, 196.0, 193.75, 197.2, 199.6
g2,3,8,1,193.0, 201.4, 186.4, 203.2, 191.2, 195.4, 184.0, 193.0, 196.0
g2,3,8,1,197.4, 189.6, 185.8, 205.2, 193.0, 195.6, 184.0, 188.8, 191.8
g2,3,8,1,197.0, 191.4, 188.0, 202.2, 192.6, 196.6, 185.8, 191.4, 196.2
g2,3,8,1,194.8, 185.8, 179.8, 205.0, 191.8, 195.4, 179.8, 185.8, 192.4
g2,3,8,1,191.8, 190.6, 182.8, 207.4, 195.4, 194.8, 195.4, 190.0, 195.4
g2,3,8,1,193.0, 185.8, 183.0, 192.4, 192.4, 189.4, 185.2, 191.8, 190.6
g2,3,8,1,193.0, 190.0, 187.0, 201.4, 190.6, 195.4, 182.8, 197.8, 192.4
g2,3,8,1,191.8, 185.8, 185.0, 204.4, 191.2, 198.4, 192.4, 197.2, 201.4
g2,3,8,1,199.0, 191.2, 189.4, 208.42857142857142, 197.8, 202.0, 192.4, 201.4, 196.0
g2,3,8,1,193.0, 186.4, 183.25, 193.6, 197.8, 194.8, 187.6, 193.6, 194.8
g2,3,8,1,197.2, 191.8, 185.8, 208.6, 196.0, 198.4, 191.8, 197.2, 202.0
g2,3,8,1,190.4, 190.0, 187.2, 213.4, 190.0, 198.8, 184.0, 195.4, 198.4
g2,3,8,1,198.4, 191.8, 182.2, 199.0, 198.4, 202.0, 187.0, 193.6, 192.4
g3,3,8,1,199.0, 190.0, 186.4, 195.4, 196.6, 196.6, 190.42857142857142, 193.2, 200.8
g3,3,8,1,192.4, 192.4, 190.0, 205.0, 196.75, 192.4, 196.0, 195.4, 199.0
g3,3,8,1,192.4, 188.5, 181.6, 195.4, 191.8, 193.0, 185.0, 190.6, 198.4
g3,3,8,1,188.4, 183.8, 180.4, 200.4, 192.4, 187.8, 187.0, 194.4, 189.8
g3,3,8,1,192.4, 198.4, 190.0, 198.4, 198.4, 193.0, 190.0, 200.8, 191.8
g3,3,8,1,188.8, 189.4, 190.0, 206.2, 190.0, 201.4, 190.0, 192.4, 200.8
g3,3,8,1,190.6, 185.2, 187.0, 202.6, 198.4, 193.0, 191.5, 199.0, 196.0
g3,3,8,1,194.8, 194.8, 192.4, 207.4, 201.4, 199.0, 192.4, 200.8, 199.0
g3,3,8,1,190.75, 185.5, 179.0, 200.5, 196.6, 191.0, 184.0, 194.8, 202.6
g3,3,8,1,192.4, 194.2, 191.2, 201.4, 197.8, 196.6, 192.4, 197.2, 201.4
g3,3,8,1,200.8, 192.4, 199.0, 196.6, 198.4, 199.6, 188.8, 195.4, 196.0
g3,3,8,1,197.8, 192.25, 190.6, 199.0, 197.2, 191.8, 190.6, 197.8, 191.8
h2,3,8,1,191.8, 184.8, 183.4, 211.0, 196.4, 193.0, 185.8, 196.0, 192.6
h2,3,8,1,199.2, 191.6, 186.6, 214.4, 200.4, 198.8, 193.6, 196.6, 198.0
h2,3,8,1,193.6, 192.4, 186.4, 206.2, 199.6, 196.0, 187.6, 193.0, 190.6
h2,3,8,1,195.4, 187.0, 184.0, 210.4, 192.4, 202.0, 193.0, 198.4, 200.8
h2,3,8,1,200.2, 191.8, 185.8, 210.4, 195.4, 187.0, 194.2, 201.4, 196.0
h2,3,8,1,194.2, 190.6, 189.4, 201.4, 199.0, 198.4, 192.4, 195.4, 196.6
h2,3,8,1,193.2, 184.66666666666666, 188.0, 202.2, 194.0, 195.6, 188.2, 199.2, 199.2
h2,3,8,1,199.2, 189.8, 187.2, 208.2, 197.4, 198.6, 183.4, 193.4, 205.4
h2,3,8,1,197.0, 193.2, 186.4, 208.6, 198.8, 198.6, 196.0, 191.8, 189.0
h2,3,8,1,199.0, 191.8, 185.8, 208.0, 200.2, 192.4, 192.4, 199.0, 199.0
h2,3,8,1,190.6, 184.0, 180.4, 207.4, 199.6, 193.0, 179.8, 197.2, 207.6
h2,3,8,1,195.4, 185.2, 192.4, 205.0, 204.6, 196.2, 189.4, 197.8, 199.4
h2,3,8,1,198.2, 186.2, 181.6, 207.6, 195.0, 191.2, 190.0, 193.4, 198.2
h3,3,8,1,195.4, 191.2, 184.0, 204.4, 191.8, 196.0, 191.2, 200.8, 199.0
h3,3,8,1,190.6, 191.2, 181.0, 202.6, 197.2, 196.6, 181.6, 194.2, 188.8
h3,3,8,1,192.0, 188.8, 177.4, 200.8, 193.6, 187.6, 185.8, 193.6, 194.8
h3,3,8,1,195.4, 179.8, 185.8, 208.0, 195.4, 193.6, 183.4, 191.5, 194.2
h3,3,8,1,189.4, 187.0, 184.0, 204.4, 199.6, 187.6, 188.2, 194.2, 196.6
h3,3,8,1,197.2, 194.8, 179.8, 201.4, 190.0, 196.0, 187.0, 192.4, 192.4
h3,3,8,1,200.2, 195.4, 190.0, 205.0, 199.0, 193.6, 198.4, 199.0, 199.6
h3,3,8,1,196.6, 192.4, 192.4, 201.4, 191.8, 195.4, 193.0, 194.2, 196.6
h3,3,8,1,196.6, 192.4, 187.75, 208.0, 189.4, 191.2, 192.4, 199.0, 196.85714285714286
h3,3,8,1,197.8, 191.8, 187.75, 202.6, 195.4, 195.4, 198.0, 201.4, 196.6
h3,3,8,1,192.4, 192.4, 184.0, 204.4, 193.0, 202.0, 195.4, 198.4, 198.4
h3,3,8,1,195.4, 191.8, 185.2, 213.2, 193.6, 195.4, 199.0, 196.6, 202.6
h3,3,8,1,194.2, 187.6, 179.5, 200.0, 197.2, 192.4, 186.4, 194.2, 197.8


